,true_step1,pred_step1
138,404.0,195.62845
139,177.0,275.8142
140,152.0,163.37447
141,90.0,85.42789
142,68.0,37.515156
143,50.0,94.26861
144,28.0,33.93543
145,12.0,2.0
146,7.0,2.0
147,6.0,2.0
148,6.0,2.0
149,38.0,2.0
150,37.0,39.629257
151,43.0,73.18031
152,50.0,81.94879
153,70.0,62.49072
154,74.0,113.625786
155,82.0,124.36294
156,106.0,123.333725
157,114.0,152.56256
158,123.0,166.23843
159,121.0,134.69075
160,130.0,119.06362
161,129.0,108.874825
162,116.0,68.98474
163,118.0,59.306854
164,134.0,65.77364
165,137.0,100.72786
166,152.0,125.125244
167,166.0,144.36209
168,171.0,152.23442
169,163.0,178.85231
170,184.0,183.47272
171,210.0,176.99533
172,224.0,192.00163
173,265.0,218.67944
174,266.0,257.17676
175,264.0,276.12183
176,287.0,288.2836
177,300.0,312.9767
178,303.0,334.9612
179,307.0,345.1349
180,346.0,357.52582
181,357.0,380.3207
182,348.0,400.61545
183,318.0,406.27142
184,319.0,393.01138
185,337.0,387.6778
186,389.0,398.38474
187,549.0,436.33752
188,962.0,522.39075
189,641.0,691.13135
190,369.0,640.8342
191,338.0,534.1604
192,326.0,478.73788
193,324.0,452.79456
194,459.0,479.42117
195,400.0,520.55817
196,490.0,511.82257
197,973.0,537.033
198,511.0,693.9525
199,515.0,634.68933
200,401.0,612.0347
201,402.0,574.2314
202,308.0,546.8608
203,299.0,498.95508
204,699.0,472.38144
205,407.0,597.4681
206,1191.0,619.95483
207,457.0,735.4592
208,1199.0,663.4969
209,1110.0,764.59155
210,1076.0,859.54816
211,1119.0,918.59906
212,773.0,919.1506
213,1127.0,826.03015
214,826.0,844.0303
215,426.0,921.25244
216,564.0,719.8444
217,644.0,675.9967
218,345.0,778.4907
219,426.0,747.39825
220,366.0,674.07135
221,350.0,655.7843
222,551.0,633.04803
223,491.0,682.9822
224,458.0,781.61646
225,417.0,615.01294
226,488.0,536.1883
227,484.0,610.5904
228,537.0,529.4767
229,482.0,609.01764
230,427.0,611.51227
231,457.0,500.52066
232,417.0,558.5506
233,1013.0,535.27856
234,1013.0,646.8422
235,693.0,763.72144
236,371.0,579.505
237,328.0,499.29135
238,303.0,469.19833
239,351.0,376.47238
240,291.0,480.05887
241,278.0,422.76443
242,263.0,325.53635
243,403.0,349.70676
244,271.0,395.3849
245,293.0,299.77094
246,337.0,353.7423
247,294.0,356.35712
248,298.0,325.16898
249,288.0,327.56873
250,300.0,289.62128
251,359.0,303.11685
252,435.0,319.36685
253,362.0,342.8146
254,242.0,322.1096
255,190.0,222.46257
256,171.0,174.50653
257,180.0,183.35037
258,156.0,175.11624
259,128.0,128.06073
260,110.0,79.42863
261,90.0,68.26991
262,89.0,54.021236
263,106.0,47.179493
264,113.0,79.53987
265,192.0,77.46131
266,175.0,154.8108
267,154.0,134.7379
268,92.0,110.825
269,66.0,65.31998
270,72.0,17.51616
271,72.0,70.96641
272,79.0,83.72076
273,94.0,80.45159
274,100.0,115.91232
275,117.0,139.25804
276,135.0,165.27531
277,158.0,175.70345
278,167.0,159.03964
279,185.0,171.74747
280,193.0,173.09425
281,194.0,179.35071
282,207.0,192.0463
283,206.0,198.92447
284,221.0,200.06226
285,236.0,217.87987
286,201.0,233.46921
287,175.0,241.56927
288,145.0,225.06021
289,121.0,215.37708
290,124.0,190.6376
291,148.0,149.50368
292,140.0,144.75095
293,158.0,151.34517
294,176.0,169.63652
295,142.0,190.97083
296,149.0,180.64528
297,149.0,181.5006
298,151.0,182.3463
299,167.0,188.10063
300,138.0,201.72057
301,145.0,194.85979
302,182.0,187.57364
303,187.0,212.81656
304,302.0,242.794
305,940.0,325.30988
306,364.0,636.2759
307,337.0,501.7589
308,299.0,494.53424
309,316.0,434.56335
310,211.0,425.6193
311,179.0,411.89575
312,164.0,325.13684
313,154.0,265.73718
314,157.0,251.98499
315,184.0,196.0881
316,233.0,236.88942
317,335.0,336.5917
318,417.0,384.00043
319,361.0,500.15063
320,353.0,480.27383
321,334.0,448.8313
322,933.0,417.28375
323,962.0,668.3023
324,1053.0,934.9716
325,1018.0,948.00824
326,915.0,907.6054
327,947.0,847.49835
328,918.0,810.77844
329,998.0,890.13385
330,998.0,895.8135
331,951.0,815.0205
332,959.0,827.9087
333,923.0,872.09155
334,970.0,860.82916
335,538.0,928.1261
336,1000.0,832.5455
337,633.0,872.0476
338,335.0,897.33075
339,326.0,684.3324
340,282.0,582.0795
341,341.0,554.6595
342,295.0,559.8978
343,278.0,653.6091
344,941.0,564.22064
345,959.0,666.4614
346,885.0,878.94354
347,445.0,806.3501
348,274.0,602.6484
349,296.0,535.02527
350,215.0,431.2388
351,153.0,471.81955
352,216.0,413.01794
353,179.0,274.72177
354,161.0,315.56296
355,198.0,296.34702
356,208.0,222.7954
357,221.0,307.52835
358,205.0,265.22556
359,218.0,262.50888
360,206.0,334.88812
361,355.0,269.3086
362,181.0,390.90247
363,319.0,313.06052
364,514.0,322.4175
365,155.0,472.9859
366,178.0,206.2892
367,144.0,162.54024
368,126.0,155.91193
369,129.0,113.29026
370,101.0,128.5865
371,80.0,57.720272
372,62.0,30.872377
373,52.0,81.88563
374,46.0,30.179575
375,39.0,36.267387
376,31.0,85.88905
377,27.0,58.94627
378,19.0,53.63759
379,20.0,36.308662
380,22.0,41.96556
381,17.0,30.204473
382,14.0,8.13604
383,11.0,2.0
384,7.0,4.9923234
385,5.0,2.0
386,3.0,2.0
387,2.0,2.0
388,2.0,2.0
389,75.0,2.0
390,88.0,74.989555
391,98.0,102.48833
392,117.0,109.30021
393,111.0,136.24915
394,88.0,130.73433
395,92.0,128.72806
396,122.0,136.1254
397,191.0,141.69316
398,222.0,209.58609
399,214.0,223.07942
400,367.0,186.56638
401,369.0,300.27072
402,356.0,291.08316
403,489.0,288.73087
404,494.0,382.1526
405,542.0,378.70383
406,506.0,457.99097
407,479.0,449.45377
408,547.0,402.21524
409,590.0,512.2438
410,442.0,528.4259
411,644.0,429.22125
412,596.0,566.0172
413,592.0,541.35
414,658.0,564.3231
415,659.0,608.85535
416,543.0,554.0499
417,682.0,583.4149
418,767.0,644.7228
419,450.0,634.6538
420,449.0,572.3018
421,508.0,596.0333
422,464.0,561.61633
423,736.0,609.9605
424,684.0,712.2925
425,675.0,692.9445
426,467.0,710.1602
427,493.0,660.62976
428,443.0,618.8391
429,554.0,598.14124
430,517.0,649.2935
431,447.0,650.5704
432,894.0,608.2284
433,789.0,713.9907
434,836.0,813.8729
435,893.0,811.28326
436,874.0,818.1375
437,308.0,851.31506
438,407.0,619.8221
439,898.0,593.8703
440,913.0,722.17035
441,959.0,875.38763
442,866.0,894.55963
443,486.0,839.0455
444,473.0,714.80194
445,378.0,692.82855
446,356.0,666.14557
447,296.0,594.84424
448,290.0,525.3884
449,289.0,475.1661
450,331.0,492.93033
451,477.0,498.42374
452,873.0,606.8042
453,1034.0,801.5681
454,998.0,879.59607
455,577.0,839.59894
456,946.0,686.0501
457,343.0,763.80304
458,524.0,636.1513
459,894.0,672.00244
460,869.0,804.06116
461,865.0,831.26056
462,310.0,794.00055
463,725.0,618.2662
464,329.0,602.0125
465,253.0,606.6253
466,800.0,554.582
467,860.0,615.9326
468,293.0,774.6632
469,273.0,536.4109
470,274.0,516.62646
471,819.0,473.99527
472,767.0,605.31024
473,744.0,859.361
474,744.0,742.63104
475,731.0,567.119
476,706.0,681.13763
477,682.0,698.0142
478,670.0,648.35095
479,639.0,716.99567
480,433.0,611.95447
481,566.0,554.9319
482,180.0,608.077
483,609.0,361.38217
484,591.0,565.6111
485,524.0,622.1376
486,551.0,548.023
487,544.0,603.9712
488,542.0,537.6032
489,531.0,498.51672
490,477.0,565.01874
491,510.0,501.59625
492,492.0,485.89813
493,479.0,471.03116
494,459.0,458.89792
495,439.0,439.37866
496,422.0,447.46375
497,411.0,436.7431
498,382.0,405.67645
499,347.0,379.97626
500,317.0,326.93433
501,308.0,317.33087
502,301.0,294.0955
503,275.0,256.05344
504,246.0,248.94814
505,217.0,200.19096
506,205.0,165.11227
507,127.0,177.7705
508,114.0,84.89573
509,50.0,89.22755
510,64.0,2.0
511,78.0,64.30423
512,77.0,127.14143
513,87.0,102.76858
514,82.0,151.87277
515,94.0,150.2486
516,110.0,162.66878
517,108.0,199.93327
518,115.0,161.37155
519,130.0,145.52228
520,111.0,188.23799
521,110.0,140.43979
522,112.0,148.57704
523,103.0,141.76076
524,88.0,136.27573
525,91.0,139.52753
526,109.0,116.411125
527,102.0,132.45235
528,89.0,150.63277
529,87.0,127.88802
530,85.0,123.348175
531,90.0,86.74567
532,99.0,61.010796
533,108.0,77.02169
534,112.0,84.66159
535,114.0,95.66458
536,120.0,103.95035
537,131.0,109.01793
538,147.0,123.83458
539,161.0,145.22345
540,164.0,163.696
541,178.0,175.82063
542,176.0,191.87807
543,170.0,197.84972
544,163.0,199.11137
545,156.0,196.87534
546,164.0,194.48003
547,155.0,196.37807
548,163.0,197.35623
549,173.0,199.04335
550,180.0,210.40904
551,187.0,226.56358
552,188.0,240.00192
553,167.0,249.47873
554,163.0,236.51306
555,153.0,218.02461
556,138.0,200.09796
557,138.0,182.89287
558,148.0,172.15593
559,150.0,182.90337
560,146.0,196.37473
561,153.0,205.95657
562,148.0,218.27176
563,136.0,217.37329
564,126.0,206.45758
565,121.0,192.47937
566,137.0,173.32156
567,136.0,168.9956
568,149.0,178.63893
569,167.0,194.19753
570,181.0,223.973
571,168.0,261.29395
572,140.0,273.385
573,126.0,254.58499
574,125.0,214.33011
575,132.0,182.53738
576,157.0,177.06102
577,171.0,198.94316
578,161.0,224.70552
579,159.0,244.20206
580,168.0,258.04892
581,247.0,271.24878
582,259.0,328.14005
583,236.0,381.34106
584,226.0,376.97855
585,252.0,336.8659
586,243.0,326.99927
587,205.0,330.0533
588,174.0,318.95554
589,180.0,284.85965
590,175.0,252.51822
591,169.0,241.51357
592,153.0,245.55528
593,154.0,224.89172
594,136.0,216.4864
595,186.0,214.0187
596,189.0,247.36621
597,172.0,278.62207
598,166.0,266.16602
599,141.0,240.078
600,163.0,218.66817
601,179.0,220.4395
602,136.0,250.41077
603,109.0,233.74265
604,91.0,182.91374
605,92.0,147.71504
606,103.0,133.64452
607,119.0,139.1227
608,121.0,160.81265
609,122.0,168.20117
610,111.0,172.34256
611,93.0,166.9182
612,81.0,136.2769
613,96.0,110.2531
614,82.0,115.67699
615,66.0,101.58625
616,73.0,85.54038
617,84.0,80.14161
618,100.0,83.95033
619,77.0,111.536255
620,89.0,100.69997
621,83.0,107.86305
622,81.0,99.55915
623,52.0,85.71472
624,37.0,41.01408
625,40.0,11.384128
626,22.0,10.4139185
627,18.0,2.0
628,9.0,2.0
629,33.0,2.0
630,33.0,2.0
631,34.0,10.868951
632,36.0,18.861374
633,50.0,21.963602
634,58.0,48.686962
635,74.0,61.06384
636,93.0,74.515305
637,89.0,89.49036
638,76.0,90.2299
639,60.0,81.70014
640,45.0,55.879196
641,43.0,41.750755
642,46.0,34.45223
643,57.0,32.28352
644,68.0,33.717373
645,77.0,52.65131
646,76.0,64.831505
647,79.0,67.835625
648,77.0,63.847897
649,62.0,61.073616
650,47.0,43.685215
651,46.0,16.66889
652,47.0,2.0
653,43.0,2.0
654,58.0,2.0
655,72.0,10.403502
656,76.0,39.471313
657,89.0,60.60408
658,73.0,77.624695
659,57.0,70.64185
660,51.0,42.68859
661,59.0,16.95959
662,71.0,10.684858
663,72.0,22.504982
664,68.0,41.253788
665,66.0,54.06112
666,79.0,62.220943
667,77.0,80.768234
668,74.0,96.70858
669,82.0,100.30706
670,73.0,98.02425
671,87.0,86.14337
672,117.0,85.82146
673,122.0,113.83819
674,110.0,144.40321
675,116.0,158.10251
676,97.0,168.6658
677,83.0,161.33086
678,67.0,135.9007
679,80.0,105.85194
680,121.0,90.905075
681,103.0,112.24514
682,123.0,141.96164
683,142.0,167.10463
684,160.0,196.70451
685,163.0,234.806
686,134.0,256.70932
687,103.0,251.85745
688,89.0,202.46362
689,117.0,141.35
690,108.0,130.49776
691,104.0,131.51183
692,115.0,134.17226
693,122.0,154.68839
694,124.0,180.13377
695,111.0,200.8393
696,81.0,206.03145
697,111.0,167.3948
698,100.0,146.09088
699,90.0,141.8812
700,109.0,127.24744
701,99.0,125.65494
702,185.0,125.22029
703,164.0,184.48718
704,146.0,247.7897
705,182.0,257.88507
706,163.0,245.28023
707,144.0,240.68323
708,125.0,215.24734
709,109.0,183.35626
710,129.0,160.50958
711,166.0,141.93591
712,129.0,185.98416
713,122.0,212.59032
714,98.0,191.217
715,86.0,174.50723
716,78.0,152.91342
717,74.0,116.60885
718,65.0,109.38968
719,47.0,70.400116
720,40.0,37.239887
721,40.0,37.77221
722,50.0,32.130356
723,46.0,58.807747
724,43.0,76.25979
725,39.0,68.29664
726,47.0,62.455208
727,44.0,50.77098
728,38.0,32.688965
729,36.0,25.603197
730,45.0,19.985514
731,51.0,32.69287
732,65.0,52.80934
733,82.0,67.942825
734,85.0,92.84198
735,80.0,109.4519
736,74.0,112.08418
737,66.0,104.33899
738,74.0,85.48623
739,74.0,78.74293
740,70.0,78.34692
741,62.0,72.65765
742,52.0,66.90464
743,39.0,59.58889
744,36.0,44.12876
745,27.0,38.269405
746,18.0,20.498943
747,18.0,2.0
748,18.0,2.0
749,112.0,2.0
750,139.0,116.8439
751,177.0,161.12598
752,137.0,189.41774
753,128.0,136.18239
754,116.0,144.31827
755,106.0,154.91043
756,108.0,146.53465
757,122.0,131.2632
758,127.0,139.49562
759,127.0,172.53044
760,148.0,187.74605
761,195.0,202.27904
762,204.0,234.80336
763,212.0,256.56793
764,245.0,220.12303
765,253.0,232.5113
766,680.0,236.93864
767,255.0,454.05383
768,330.0,204.79446
769,396.0,325.7468
770,402.0,378.61386
771,558.0,402.39697
772,334.0,563.3737
773,254.0,377.3563
774,248.0,360.15494
775,270.0,402.8764
776,309.0,291.53415
777,532.0,328.70468
778,305.0,506.74976
779,287.0,354.27747
780,338.0,413.3218
781,367.0,374.4426
782,564.0,403.78647
783,381.0,565.53595
784,384.0,434.99042
785,392.0,446.99213
786,288.0,489.81403
787,247.0,407.0423
788,272.0,389.38657
789,212.0,378.8101
790,175.0,315.70633
791,174.0,305.83905
792,180.0,251.30667
793,182.0,236.0837
794,231.0,241.91467
795,253.0,260.1804
796,552.0,308.66495
797,328.0,487.51782
798,278.0,504.29453
799,301.0,418.298
