date,air_temp,relhum,hour,ghi
2014/1/8 20:00,12.62466667,68.105,20,271.03
2014/1/8 21:00,12.911,61.646,21,269.6716667
2014/1/8 22:00,13.317,55.22333333,22,252.6866667
2014/1/8 23:00,13.51866667,57.00566667,23,207.16
2014/1/9 0:00,12.30866667,58.51966667,0,70.2305
2014/1/9 1:00,9.406666667,68.93633333,1,0.0695
2014/1/9 2:00,7.687666667,75.01933333,2,0
2014/1/9 3:00,7.189333333,78.27,3,0
2014/1/9 4:00,7.521333333,78.03166667,4,0
2014/1/9 5:00,7.178666667,77.68033333,5,0
2014/1/9 6:00,7.228333333,75.57166667,6,0
2014/1/9 7:00,6.961333333,75.43333333,7,0
2014/1/9 8:00,6.700333333,76.80766667,8,0
2014/1/9 9:00,6.688666667,78.101,9,0
2014/1/9 10:00,6.910333333,80.33133333,10,0
2014/1/9 11:00,7.514333333,79.64266667,11,0
2014/1/9 12:00,7.762666667,79.194,12,0
2014/1/9 13:00,7.666666667,80.28666667,13,0
2014/1/9 14:00,7.926666667,80.737,14,0
2014/1/9 15:00,7.635666667,79.916,15,6.53
2014/1/9 16:00,8.378666667,78.32366667,16,99.50933333
2014/1/9 17:00,10.97333333,72.34766667,17,263.3983333
2014/1/9 18:00,11.769,71.28033333,18,246.8366667
2014/1/9 19:00,11.496,74.05233333,19,188.3916667
2014/1/9 20:00,12.70133333,69.19633333,20,330.4233333
2014/1/9 21:00,14.74866667,59.05866667,21,439.6133333
2014/1/9 22:00,15.296,55.91466667,22,345.4783333
2014/1/9 23:00,15.30466667,56.18633333,23,168.5356667
2014/1/10 0:00,14.717,58.043,0,29.56
2014/1/10 1:00,14.03333333,59.63333333,1,0.059833333
2014/1/10 2:00,12.46966667,66.58433333,2,0
2014/1/10 3:00,10.78533333,72.51,3,0
2014/1/10 4:00,8.869,77.93666667,4,0
2014/1/10 5:00,8.234333333,80.626,5,0
2014/1/10 6:00,7.055666667,83.03466667,6,0
2014/1/10 7:00,6.817666667,83.86033333,7,0
2014/1/10 8:00,6.230666667,83.56833333,8,0
2014/1/10 9:00,5.005,89.575,9,0
2014/1/10 10:00,4.770666667,87.76833333,10,0
2014/1/10 11:00,4.225333333,88.49833333,11,0
2014/1/10 12:00,4.610666667,86.83066667,12,0
2014/1/10 13:00,4.863333333,82.40833333,13,0
2014/1/10 14:00,4.873666667,80.564,14,0
2014/1/10 15:00,3.430333333,86.58833333,15,14.45566667
2014/1/10 16:00,5.299,82.32666667,16,109.2973333
2014/1/10 17:00,9.392,69.38466667,17,278.7566667
2014/1/10 18:00,11.27166667,59.07866667,18,379.2583333
2014/1/10 19:00,13.42633333,51.71,19,463.4866667
2014/1/10 20:00,14.618,49.07366667,20,450.76
2014/1/10 21:00,15.65433333,44.795,21,403.7783333
2014/1/10 22:00,15.67166667,43.894,22,300.845
2014/1/10 23:00,15.86833333,44.07733333,23,197.9833333
2014/1/11 0:00,15.24566667,45.9,0,69.04783333
2014/1/11 1:00,13.623,50.71366667,1,0.159666667
2014/1/11 2:00,11.352,58.51133333,2,0
2014/1/11 3:00,9.175666667,65.64466667,3,0
2014/1/11 4:00,8.039,70.24033333,4,0
2014/1/11 5:00,8.429666667,69.48666667,5,0
2014/1/11 6:00,8.468666667,68.95633333,6,0
2014/1/11 7:00,8.588666667,68.90666667,7,0
2014/1/11 8:00,8.247,70.53866667,8,0
2014/1/11 9:00,7.541333333,73.79533333,9,0
2014/1/11 10:00,8.297666667,71.665,10,0
2014/1/11 11:00,8.711333333,70.304,11,0
2014/1/11 12:00,8.871,71.35533333,12,0
2014/1/11 13:00,9.806333333,68.56766667,13,0
2014/1/11 14:00,9.551333333,68.73866667,14,0
2014/1/11 15:00,8.584666667,72.611,15,7.217333333
2014/1/11 16:00,10.225,66.73,16,51.81316667
2014/1/11 17:00,11.07433333,64.181,17,83.843
2014/1/11 18:00,10.851,66.96366667,18,60.595
2014/1/11 19:00,11.65933333,66.211,19,79.27733333
2014/1/11 20:00,11.58466667,68.726,20,80.242
2014/1/11 21:00,11.43533333,74.24366667,21,80.96566667
2014/1/11 22:00,11.651,75.00333333,22,97.70866667
2014/1/11 23:00,11.57066667,76.79433333,23,45.18933333
2014/1/12 0:00,11.63666667,77.27066667,0,23.4835
2014/1/12 1:00,11.91133333,75.36033333,1,0.105666667
2014/1/12 2:00,11.84333333,74.9,2,0
2014/1/12 3:00,10.941,77.494,3,0
2014/1/12 4:00,9.388333333,82.608,4,0
2014/1/12 5:00,7.932333333,87.275,5,0
2014/1/12 6:00,7.516666667,88.36166667,6,0
2014/1/12 7:00,6.920333333,88.475,7,0
2014/1/12 8:00,6.302666667,89.925,8,0
2014/1/12 9:00,5.541333333,90.975,9,0
2014/1/12 10:00,5.376333333,91.095,10,0
2014/1/12 11:00,5.376333333,91.015,11,0
2014/1/12 12:00,4.843333333,90.25333333,12,0
2014/1/12 13:00,5.296,89.07166667,13,0
2014/1/12 14:00,5.768,85.63166667,14,0
2014/1/12 15:00,5.770666667,84.25,15,9.891333333
2014/1/12 16:00,6,83.34666667,16,136.315
2014/1/12 17:00,7.442666667,76.63033333,17,311.7816667
2014/1/12 18:00,9.677333333,62.94866667,18,433.8
2014/1/12 19:00,11.13466667,53.08333333,19,471.9816667
2014/1/12 20:00,12.41933333,47.712,20,512.75
2014/1/12 21:00,13.21333333,42.97033333,21,468.0416667
2014/1/12 22:00,14.07633333,38.311,22,371.19
2014/1/12 23:00,14.46133333,38.35766667,23,231.795
2014/1/13 0:00,14.392,35.07266667,0,74.57966667
2014/1/13 1:00,13.109,36.29733333,1,0.331833333
2014/1/13 2:00,12.11566667,41.79566667,2,0
2014/1/13 3:00,11.38333333,43.98466667,3,0
2014/1/13 4:00,10.695,45.57333333,4,0
2014/1/13 5:00,9.326333333,49.99366667,5,0
2014/1/13 6:00,7.503,56.332,6,0
2014/1/13 7:00,5.909,63.63833333,7,0
2014/1/13 8:00,5.988,63.925,8,0
2014/1/13 9:00,6.56,61.89133333,9,0
2014/1/13 10:00,5.358666667,66.49766667,10,0
2014/1/13 11:00,4.042666667,74.256,11,0
2014/1/13 12:00,3.224,76.05766667,12,0
2014/1/13 13:00,3.111666667,74.72266667,13,0
2014/1/13 14:00,3.516,72.71966667,14,0
2014/1/13 15:00,3.009666667,73.92133333,15,15.40016667
2014/1/13 16:00,5.025666667,67.29566667,16,154.2888333
2014/1/13 17:00,9.937666667,53.44633333,17,308.4216667
2014/1/13 18:00,13.27266667,45.63,18,429.0416667
2014/1/13 19:00,15.232,42.01533333,19,499.14
2014/1/13 20:00,16.47533333,38.24166667,20,514.0616667
2014/1/13 21:00,16.885,37.46366667,21,470.17
2014/1/13 22:00,17.52166667,36.81,22,373.3866667
2014/1/13 23:00,17.22033333,37.75966667,23,233.8316667
2014/1/14 0:00,15.928,40.52866667,0,76.12383333
2014/1/14 1:00,12.86833333,48.20033333,1,0.473
2014/1/14 2:00,10.24066667,55.709,2,0
2014/1/14 3:00,9.309666667,61.42866667,3,0
2014/1/14 4:00,8.686,64.27733333,4,0
2014/1/14 5:00,7.305666667,67.67566667,5,0
2014/1/14 6:00,6.75,69.68366667,6,0
2014/1/14 7:00,5.866666667,71.60233333,7,0
2014/1/14 8:00,5.195333333,74.5,8,0
2014/1/14 9:00,4.169333333,76.28666667,9,0
2014/1/14 10:00,3.013,82.027,10,0
2014/1/14 11:00,3.260666667,80.24933333,11,0
2014/1/14 12:00,2.785333333,80.30166667,12,0
2014/1/14 13:00,3.015,79.23433333,13,0
2014/1/14 14:00,2.097,81.46033333,14,0
2014/1/14 15:00,2.612666667,82.251,15,15.76816667
2014/1/14 16:00,5.591,72.06166667,16,155.2956667
2014/1/14 17:00,10.77966667,58.69933333,17,309.505
2014/1/14 18:00,13.82366667,46.248,18,430.465
2014/1/14 19:00,15.10166667,42.85866667,19,501.38
2014/1/14 20:00,16.34633333,39.472,20,516.855
2014/1/14 21:00,17.42166667,36.766,21,474.1316667
2014/1/14 22:00,18.00966667,35.355,22,376.2116667
2014/1/14 23:00,18.15933333,35.08566667,23,237.5033333
2014/1/15 0:00,17.12366667,38.01266667,0,76.2155
2014/1/15 1:00,13.83433333,46.13766667,1,0.542666667
2014/1/15 2:00,10.776,54.277,2,0
2014/1/15 3:00,9.138666667,60.39666667,3,0
2014/1/15 4:00,8.309,64.37866667,4,0
2014/1/15 5:00,7.869333333,67.222,5,0
2014/1/15 6:00,6.927666667,70.06366667,6,0
2014/1/15 7:00,7.188333333,69.777,7,0
2014/1/15 8:00,6.848333333,70.83133333,8,0
2014/1/15 9:00,7.141666667,69.70633333,9,0
2014/1/15 10:00,6.777666667,70.41766667,10,0
2014/1/15 11:00,6.745333333,70.18266667,11,0
2014/1/15 12:00,5.565666667,72.69933333,12,0
2014/1/15 13:00,5.874333333,72.05933333,13,0
2014/1/15 14:00,5.327,72.97333333,14,0
2014/1/15 15:00,5.376,72.21066667,15,14.86366667
2014/1/15 16:00,7.058333333,66.67233333,16,150.7618333
2014/1/15 17:00,11.88666667,52.49666667,17,306.8066667
2014/1/15 18:00,14.55833333,43.904,18,428.71
2014/1/15 19:00,16.277,38.85533333,19,501.9966667
2014/1/15 20:00,17.907,34.67466667,20,518.1866667
2014/1/15 21:00,19.098,32.128,21,475.73
2014/1/15 22:00,20.19866667,29.90266667,22,382.49
2014/1/15 23:00,20.636,28.019,23,242.3283333
2014/1/16 0:00,19.393,30.12133333,0,79.96466667
2014/1/16 1:00,15.75333333,37.56666667,1,0.708333333
2014/1/16 2:00,12.36533333,45.85533333,2,0
2014/1/16 3:00,10.409,51.466,3,0
2014/1/16 4:00,9.024333333,57.875,4,0
2014/1/16 5:00,8.908666667,58.72366667,5,0
2014/1/16 6:00,7.662333333,62.828,6,0
2014/1/16 7:00,8.004745763,60.75152542,7,0
2014/1/16 8:00,6.580333333,64.569,8,0
2014/1/16 9:00,7.432333333,61.25766667,9,0
2014/1/16 10:00,5.783333333,64.703,10,0
2014/1/16 11:00,4.861,66.932,11,0
2014/1/16 12:00,5.845666667,61.048,12,0
2014/1/16 13:00,5.667666667,56.74166667,13,0
2014/1/16 14:00,5.064666667,55.56233333,14,0
2014/1/16 15:00,5.032,51.17933333,15,16.63516667
2014/1/16 16:00,6.564666667,46.59666667,16,162.1846667
2014/1/16 17:00,11.068,36.946,17,322.615
2014/1/16 18:00,15.37,27.53733333,18,448.1183333
2014/1/16 19:00,17.73566667,27.78866667,19,521.925
2014/1/16 20:00,19.45533333,26.98166667,20,537.0583333
2014/1/16 21:00,20.30433333,25.10433333,21,495.5116667
2014/1/16 22:00,21.39833333,23.144,22,392.725
2014/1/16 23:00,21.25833333,24.90333333,23,250.1383333
2014/1/17 0:00,19.71266667,27.853,0,88.34083333
2014/1/17 1:00,15.45166667,35.26233333,1,1.004333333
2014/1/17 2:00,12.316,43.38033333,2,0
2014/1/17 3:00,10.14133333,49.229,3,0
2014/1/17 4:00,10.337,49.44833333,4,0
2014/1/17 5:00,9.202,53.801,5,0
2014/1/17 6:00,8.751666667,53.276,6,0
2014/1/17 7:00,8.681,49.811,7,0
2014/1/17 8:00,8.471,47.41966667,8,0
2014/1/17 9:00,7.770333333,47.10033333,9,0
2014/1/17 10:00,7.331,44.98033333,10,0
2014/1/17 11:00,7.327666667,42.22166667,11,0
2014/1/17 12:00,5.862666667,46.731,12,0
2014/1/17 13:00,5.065,49.69133333,13,0
2014/1/17 14:00,5.691666667,47.028,14,0
2014/1/17 15:00,6.445,42.138,15,18.43983333
2014/1/17 16:00,7.789,40.413,16,168.5316667
2014/1/17 17:00,12.82266667,32.376,17,326.8266667
2014/1/17 18:00,15.90733333,25.49466667,18,449.9516667
2014/1/17 19:00,18.11833333,23.34766667,19,522.8433333
2014/1/17 20:00,19.819,21.25466667,20,538.04
2014/1/17 21:00,20.291,20.05433333,21,496.48
2014/1/17 22:00,20.96333333,20.13566667,22,400.1283333
2014/1/17 23:00,20.952,23.46533333,23,254.8083333
2014/1/18 0:00,19.80166667,27.81866667,0,92.99116667
2014/1/18 1:00,16.76933333,30.26766667,1,0.984666667
2014/1/18 2:00,13.339,37.48366667,2,0
2014/1/18 3:00,11.08566667,43.774,3,0
2014/1/18 4:00,9.475666667,47.33666667,4,0
2014/1/18 5:00,7.871666667,51.46633333,5,0
2014/1/18 6:00,6.150333333,56.34,6,0
2014/1/18 7:00,6.428,54.44033333,7,0
2014/1/18 8:00,7.194666667,49.55066667,8,0
2014/1/18 9:00,7.697333333,45.184,9,0
2014/1/18 10:00,4.971333333,54.623,10,0
2014/1/18 11:00,5.569,51.46666667,11,0
2014/1/18 12:00,2.983333333,61.61733333,12,0
2014/1/18 13:00,4.115333333,56.156,13,0
2014/1/18 14:00,3.757,57.612,14,0
2014/1/18 15:00,2.825333333,62.26766667,15,19.11383333
2014/1/18 16:00,6.461,52.17833333,16,168.1516667
2014/1/18 17:00,12.73466667,35.57533333,17,327.7716667
2014/1/18 18:00,17.139,23.868,18,451.8483333
2014/1/18 19:00,19.682,20.756,19,524.5483333
2014/1/18 20:00,21.028,19.622,20,541.02
2014/1/18 21:00,20.401,22.74633333,21,496.2933333
2014/1/18 22:00,20.22733333,24.57266667,22,399.6016667
2014/1/18 23:00,20.65033333,24.048,23,258.61
2014/1/19 0:00,19.57833333,25.453,0,97.631
2014/1/19 1:00,15.39166667,32.33666667,1,1.451
2014/1/19 2:00,11.65333333,40.574,2,0
2014/1/19 3:00,9.94,46.63266667,3,0
2014/1/19 4:00,10.36833333,47.32333333,4,0
2014/1/19 5:00,7.776333333,54.091,5,0
2014/1/19 6:00,7.646666667,53.71433333,6,0
2014/1/19 7:00,7.571333333,52.34333333,7,0
2014/1/19 8:00,7.782666667,50.776,8,0
2014/1/19 9:00,7.77,47.98066667,9,0
2014/1/19 10:00,7.244,48.22,10,0
2014/1/19 11:00,6.517666667,49.92366667,11,0
2014/1/19 12:00,6.487,48.94666667,12,0
2014/1/19 13:00,4.469,55.85633333,13,0
2014/1/19 14:00,5.026666667,52.79166667,14,0
2014/1/19 15:00,3.588666667,59.105,15,20.45016667
2014/1/19 16:00,6.222333333,52.051,16,167.955
2014/1/19 17:00,11.80833333,39.462,17,324.285
2014/1/19 18:00,15.104,32.51133333,18,450.3266667
2014/1/19 19:00,17.868,27.29466667,19,524.7533333
2014/1/19 20:00,19.214,23.69333333,20,541.6983333
2014/1/19 21:00,20.341,21.95833333,21,497.9916667
2014/1/19 22:00,21.098,20.23,22,404.3683333
2014/1/19 23:00,21.09533333,20.95233333,23,264.955
2014/1/20 0:00,19.82166667,24.02633333,0,101.7693333
2014/1/20 1:00,17.73066667,28.33666667,1,1.448
2014/1/20 2:00,13.18566667,37.41633333,2,0
2014/1/20 3:00,11.839,41.54033333,3,0
2014/1/20 4:00,10.482,45.56233333,4,0
2014/1/20 5:00,9.092,47.38766667,5,0
2014/1/20 6:00,6.224666667,55.63133333,6,0
2014/1/20 7:00,5.400333333,58.23066667,7,0
2014/1/20 8:00,6.837,50.76933333,8,0
2014/1/20 9:00,6.523,48.97033333,9,0
2014/1/20 10:00,7.395333333,41.38433333,10,0
2014/1/20 11:00,6.268666667,44.87966667,11,0
2014/1/20 12:00,5.649,47.89066667,12,0
2014/1/20 13:00,5.540666667,45.75466667,13,0
2014/1/20 14:00,5.803666667,44.109,14,0
2014/1/20 15:00,3.910333333,51.19633333,15,13.78133333
2014/1/20 16:00,6.535,46.08033333,16,177.9451667
2014/1/20 17:00,12.404,33.66333333,17,340.225
2014/1/20 18:00,15.59866667,29.15633333,18,464.9283333
2014/1/20 19:00,18.184,22.64233333,19,544.2333333
2014/1/20 20:00,19.34066667,20.22766667,20,483.1566667
2014/1/20 21:00,19.79966667,19.47,21,525.375
2014/1/20 22:00,20.947,18.77833333,22,411.6933333
2014/1/20 23:00,21.234,18.14666667,23,269.125
2014/1/21 0:00,20.15266667,19.18066667,0,105.6331667
2014/1/21 1:00,16.19933333,24.275,1,1.602833333
2014/1/21 2:00,13.20466667,29.95033333,2,0
2014/1/21 3:00,11.09066667,36.03,3,0
2014/1/21 4:00,10.71,36.42233333,4,0
2014/1/21 5:00,6.843,43.89866667,5,0
2014/1/21 6:00,6.846333333,45.394,6,0
2014/1/21 7:00,6.622666667,46.473,7,0
2014/1/21 8:00,7.434333333,42.351,8,0
2014/1/21 9:00,6.212333333,45.53733333,9,0
2014/1/21 10:00,7.005333333,41.60266667,10,0
2014/1/21 11:00,7.119333333,39.79933333,11,0
2014/1/21 12:00,5.963,43.11,12,0
2014/1/21 13:00,2.789333333,54.05533333,13,0
2014/1/21 14:00,1.934666667,57.54833333,14,0
2014/1/21 15:00,3.103,54.512,15,23.1495
2014/1/21 16:00,6.499666667,45.163,16,140.765
2014/1/21 17:00,11.26733333,32.88766667,17,327.6916667
2014/1/21 18:00,14.34633333,25.79333333,18,409.7033333
2014/1/21 19:00,17.20266667,22.36866667,19,518.7916667
2014/1/21 20:00,18.35766667,21.08033333,20,513.555
2014/1/21 21:00,18.85366667,22.37566667,21,517.3533333
2014/1/21 22:00,19.63833333,21.50966667,22,410.6533333
2014/1/21 23:00,19.73133333,21.32333333,23,257.915
2014/1/22 0:00,19.59333333,20.612,0,115.3303333
2014/1/22 1:00,17.58266667,22.825,1,2.295333333
2014/1/22 2:00,12.99866667,30.60733333,2,0
2014/1/22 3:00,10.22033333,40.284,3,0
2014/1/22 4:00,7.736,48.007,4,0
2014/1/22 5:00,7.579333333,48.826,5,0
2014/1/22 6:00,5.319666667,54.17033333,6,0
2014/1/22 7:00,4.242,57.35433333,7,0
2014/1/22 8:00,4.333333333,57.87466667,8,0
2014/1/22 9:00,5.298,53.995,9,0
2014/1/22 10:00,6.001333333,47.664,10,0
2014/1/22 11:00,5.711,47.81966667,11,0
2014/1/22 12:00,4.400333333,50.75466667,12,0
2014/1/22 13:00,5.921,43.473,13,0
2014/1/22 14:00,4.285333333,48.512,14,0
2014/1/22 15:00,3.690333333,51.45966667,15,26.48366667
2014/1/22 16:00,6.747333333,41.746,16,177.98
2014/1/22 17:00,12.35466667,31.14966667,17,334.5133333
2014/1/22 18:00,14.616,28.578,18,457.5216667
2014/1/22 19:00,16.47333333,25.99433333,19,530.835
2014/1/22 20:00,17.857,23.81366667,20,546.0783333
2014/1/22 21:00,18.906,22.551,21,502.7333333
2014/1/22 22:00,19.17366667,21.67866667,22,405.0816667
2014/1/22 23:00,18.829,22.50066667,23,263.0866667
2014/1/23 0:00,18.06733333,24.38133333,0,102.9406667
2014/1/23 1:00,14.61233333,30.41166667,1,2.286833333
2014/1/23 2:00,11.29833333,37.07733333,2,0
2014/1/23 3:00,10.03766667,41.57966667,3,0
2014/1/23 4:00,10.358,41.53666667,4,0
2014/1/23 5:00,9.406666667,44.00866667,5,0
2014/1/23 6:00,8.321333333,46.185,6,0
2014/1/23 7:00,8.054,45.104,7,0
2014/1/23 8:00,7.415666667,46.68133333,8,0
2014/1/23 9:00,6.63,49.08533333,9,0
2014/1/23 10:00,6.408666667,49.63166667,10,0
2014/1/23 11:00,6.609333333,48.53266667,11,0
2014/1/23 12:00,6.270333333,49.667,12,0
2014/1/23 13:00,5.913333333,51.06966667,13,0
2014/1/23 14:00,5.104333333,52.36,14,0
2014/1/23 15:00,3.477,59.34933333,15,6.068333333
2014/1/23 16:00,5.547666667,53.50133333,16,151.6988333
